Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Status
nyc-personalized-pet-owner-pillow,NYC Personalized Pet & Owner Pillow,"<meta charset=""utf-8"">
<p><meta charset=""utf-8""><span>Whether you call it The</span><span> Big Apple, </span><span>The</span><span> City That Never Sleeps,  ""New York City"" or just ""home,"" NYC has a special place in our hearts. This new design is a perfect way to show how much it means to you.</span></p>
<p>Add a touch of warmth to your home &amp; heart with our personalized pillow!<br>(warning: pets not included)</p>
<ul>
<li>
<strong>Super soft </strong><span>d</span><span>urable Polyester Fabric</span>
</li>
<li><span>14""x14""</span></li>
<li><span>Pillow Case</span></li>
<li>Dye-Sublimated Print Using Non-Solvent Water-Based Inks with No VOCs<br>
</li>
<li>Spot Treatment with Damp Cloth; Tumble Dry</li>
</ul>
<ul></ul>
<style></style>
<style></style>",Alpha Paw Prints,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork","","_Background=Beach-Sand, _Product-Type=Pillow, _Theme=>Pet-Owner, _wf_cus, ap-prints, background_NYC, custom, growaov-collection, import, lulufam, lulufam-customization, lulufam-pillow, maxdate-7, pet-parents, Pillow, preview, transform-a-memory, type_Pillow",true,Title,Default Title,,,,,LLF_PILLOW_NYPO,0.0,,continue,manual,34.00,44.95,true,true,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/products/nyc-personalized-pet-and-owner-pillow-alpha-paw.jpg?v=1676265584,1,NYC Personalized Pet & Owner Pillow | Alpha Paw,false,,,,,,,,,,,,,,,lb,,17.89,true,false,,,true,,,active
personalized-halloween-pillow,Personalized Halloween Pillow,"<meta charset=""utf-8"">
<p>Add a touch of warmth to your home &amp; heart with our personalized pillow!<br>(warning: pets not included)</p>
<ul>
<li>
<strong>Super soft </strong><span>d</span><span>urable Polyester Fabric</span>
</li>
<li><span>14""x14""</span></li>
<li><span>Pillow Case</span></li>
<li>Dye-Sublimated Print Using Non-Solvent Water-Based Inks with No VOCs<br>
</li>
<li>Spot Treatment with Damp Cloth; Tumble Dry</li>
</ul>
<ul></ul>
<style></style>",Alpha Paw Prints,Home & Garden > Linens & Bedding > Bedding > Pillows,"","_Background=Halloween, _Product-Type=Pillow, _Theme=>Pet-Owner, _wf_cus, ap-prints, background_Halloween, custom, growaov-collection, Halloween, import, lulufam, lulufam-customization, lulufam-pillow, pet-parents, Pillow, preview, transform-a-memory, type_Pillow",true,Title,Default Title,,,,,LLF_PILLOW_HPO,0.0,,continue,manual,34.00,44.95,true,true,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/products/personalized-halloween-pillow-alpha-paw-1.png?v=1676265585,1,Personalized Halloween Pillow | Alpha Paw,false,,,,,,,,,,,,,,,lb,,17.89,true,false,,,true,,,active
personalized-halloween-pillow,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/personalized-halloween-pillow-alpha-paw-2.jpg?v=1676265588,2,Personalized Halloween Pillow | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
personalized-halloween-pillow,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/personalized-halloween-pillow-alpha-paw-3.jpg?v=1676265591,3,Personalized Halloween Pillow | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
boat-personalized-pet-owner-pillow,On A Boat Personalized Pet & Owner Pillow,"<meta charset=""utf-8"">
<p>Add a touch of warmth to your home &amp; heart with our personalized pillow!<br>(warning: pets not included)</p>
<ul>
<li>
<strong>Super soft </strong><span>d</span><span>urable Polyester Fabric</span>
</li>
<li><span>14""x14""</span></li>
<li><span>Pillow Case</span></li>
<li>Dye-Sublimated Print Using Non-Solvent Water-Based Inks with No VOCs<br>
</li>
<li>Spot Treatment with Damp Cloth; Tumble Dry</li>
</ul>
<ul></ul>
<style></style>",Alpha Paw Prints,Home & Garden > Decor > Throw Pillows,"","_Background=Outdoors-Livin, _Product-Type=Pillow, _Theme=>Pet-Owner, _wf_cus, ap-prints, background_On a Boat, custom, growaov-collection, import, lulufam, lulufam-customization, lulufam-pillow, maxdate-7, pet-parents, Pillow, preview, transform-a-memory, type_Pillow",true,Title,Default Title,,,,,LLF_PILLOW_ONPO,0.0,,continue,manual,34.00,44.95,true,true,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/products/on-a-boat-personalized-pet-and-owner-pillow-alpha-paw-1.jpg?v=1676265575,1,On A Boat Personalized Pet & Owner Pillow | Alpha Paw,false,,,,,,,,,,,,,,,lb,,17.89,true,false,,,true,,,active
boat-personalized-pet-owner-pillow,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/on-a-boat-personalized-pet-and-owner-pillow-alpha-paw-2.jpg?v=1676265577,2,On A Boat Personalized Pet & Owner Pillow | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
camping-personalized-pet-owner-pillow,Camping Personalized Pet & Owner Pillow,"<meta charset=""utf-8"">
<p>Add a touch of warmth to your home &amp; heart with our personalized pillow!<br>(warning: pets not included)</p>
<ul>
<li>
<strong>Super soft </strong><span>d</span><span>urable Polyester Fabric</span>
</li>
<li><span>14""x14"" </span></li>
<li><span>Pillow Case</span></li>
<li>Dye-Sublimated Print Using Non-Solvent Water-Based Inks with No VOCs<br>
</li>
<li>Spot Treatment with Damp Cloth; Tumble Dry</li>
</ul>
<ul></ul>
<style></style>",Alpha Paw Prints,Home & Garden > Decor > Throw Pillows,"","_Background=Camping-Personalized, _Background=Outdoors-Livin, _Product-Type=Pillow, _Theme=>Pet-Owner, _wf_cus, ap-prints, background_Camping, custom, growaov-collection, import, lulufam, lulufam-customization, lulufam-pillow, maxdate-7, pet-parents, Pillow, preview, transform-a-memory, type_Pillow",true,Title,Default Title,,,,,LLF_PILLOW_CPO,0.0,,continue,manual,34.00,44.95,true,true,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/products/camping-personalized-pet-and-owner-pillow-alpha-paw-1.jpg?v=1676265574,1,Camping Personalized Pet & Owner Pillow | Alpha Paw,false,,,,,,,,,,,,,,,lb,,17.89,true,false,,,true,,,active
camping-personalized-pet-owner-pillow,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/camping-personalized-pet-and-owner-pillow-alpha-paw-2.jpg?v=1676265577,2,Camping Personalized Pet & Owner Pillow | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
july-4th-personalized-pet-owner-pillow,July 4th Personalized Pet & Owner Pillow,"<meta charset=""utf-8"">
<p>Add a touch of warmth to your home &amp; heart with our personalized pillow!<br>(warning: pets not included)</p>
<ul>
<li>
<strong>Super soft </strong><span>d</span><span>urable Polyester Fabric </span>
</li>
<li><span>14""x14""</span></li>
<li><span>Pillow Case</span></li>
<li>Dye-Sublimated Print Using Non-Solvent Water-Based Inks with No VOCs<br>
</li>
<li>Spot Treatment with Damp Cloth; Tumble Dry</li>
</ul>
<ul></ul>
<style></style>",Alpha Paw Prints,Home & Garden > Decor > Throw Pillows,"","_Background=July-4th, _Product-Type=Pillow, _Theme=>Pet-Owner, _wf_cus, ap-prints, background_July 4th, custom, growaov-collection, import, lulufam, lulufam-customization, lulufam-pillow, maxdate-7, pet-parents, Pillow, preview, transform-a-memory, type_Pillow",true,Title,Default Title,,,,,LLF_PILLOW_JFPO,0.0,,continue,manual,34.00,44.95,true,true,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/products/july-4th-personalized-pet-and-owner-pillow-alpha-paw.jpg?v=1676265575,1,July 4th Personalized Pet & Owner Pillow | Alpha Paw,false,,,,,,,,,,,,,,,lb,,17.89,true,false,,,true,,,active
sunset-personalized-pet-owner-pillow,Sunset Personalized Pet & Owner Pillow,"<meta charset=""utf-8"">
<p>Add a touch of warmth to your home &amp; heart with our personalized pillow!<br>(warning: pets not included)</p>
<ul>
<li>
<strong>Super soft </strong><span>d</span><span>urable Polyester Fabric</span>
</li>
<li><span>14""x14""</span></li>
<li><span>Pillow Case</span></li>
<li>Dye-Sublimated Print Using Non-Solvent Water-Based Inks with No VOCs<br>
</li>
<li>Spot Treatment with Damp Cloth; Tumble Dry</li>
</ul>
<ul></ul>
<style></style>",Alpha Paw Prints,Home & Garden > Decor > Throw Pillows,"","_Background=Sunset, _Background=Sunset-moons, _Product-Type=Pillow, _Theme=>Pet-Owner, _wf_cus, ap-prints, background_Sunset, custom, growaov-collection, import, lulufam, lulufam-customization, lulufam-pillow, maxdate-7, pet-parents, Pillow, preview, transform-a-memory, type_Pillow",true,Title,Default Title,,,,,LLF_PILLOW_SNPO,0.0,,continue,manual,34.00,44.95,true,true,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/products/sunset-personalized-pet-and-owner-pillow-alpha-paw.jpg?v=1663978299,1,Sunset Personalized Pet & Owner Pillow | Alpha Paw,false,,,,,,,,,,,,,,,lb,,17.89,true,false,,,true,,,active
beach-sand-personalized-pet-owner-pillow,Beach Sand Personalized Pet & Owner Pillow,"<meta charset=""utf-8"">
<p>Add a touch of warmth to your home &amp; heart with our personalized pillow!<br>(warning: pets not included)</p>
<ul>
<li>
<strong>Super soft </strong><span>d</span><span>urable Polyester Fabric</span>
</li>
<li><span>14""x14"" </span></li>
<li><span>Pillow Case</span></li>
<li>Dye-Sublimated Print Using Non-Solvent Water-Based Inks with No VOCs<br>
</li>
<li>Spot Treatment with Damp Cloth; Tumble Dry</li>
</ul>
<ul></ul>
<style></style>",Alpha Paw Prints,Home & Garden > Decor > Throw Pillows,"","_Background=Beach-Sand, _Product-Type=Pillow, _Theme=>Pet-Owner, _wf_cus, ap-prints, background_Beach Sand, custom, growaov-collection, import, lulufam, lulufam-customization, lulufam-pillow, maxdate-7, pet-parents, Pillow, preview, transform-a-memory, type_Pillow",true,Title,Default Title,,,,,LLF_PILLOW_BSPO,0.0,,continue,manual,34.00,44.95,true,true,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/products/beach-sand-personalized-pet-and-owner-pillow-alpha-paw-1.jpg?v=1676265575,1,Beach Sand Personalized Pet & Owner Pillow | Alpha Paw,false,,,,,,,,,,,,,,,lb,,17.89,true,false,,,true,,,active
beach-sand-personalized-pet-owner-pillow,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/beach-sand-personalized-pet-and-owner-pillow-alpha-paw-2.jpg?v=1676265578,2,Beach Sand Personalized Pet & Owner Pillow | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
paris-personalized-pet-owner-pillow,Paris Personalized Pet & Owner Pillow,"<meta charset=""utf-8"">
<p>Add a touch of warmth to your home &amp; heart with our personalized pillow!<br>(warning: pets not included)</p>
<ul>
<li>
<strong>Super soft </strong><span>d</span><span>urable Polyester Fabric</span>
</li>
<li><span>14""x14""</span></li>
<li><span>Pillow Case</span></li>
<li>Dye-Sublimated Print Using Non-Solvent Water-Based Inks with No VOCs<br>
</li>
<li>Spot Treatment with Damp Cloth; Tumble Dry</li>
</ul>
<ul></ul>
<style></style>",Alpha Paw Prints,Home & Garden > Decor > Throw Pillows,"","_Background=love, _Background=Paris, _Product-Type=Pillow, _Theme=>Pet-Owner, _wf_cus, ap-prints, background_Paris, custom, growaov-collection, import, lulufam, lulufam-customization, lulufam-pillow, maxdate-7, pet-parents, Pillow, preview, transform-a-memory, type_Pillow",true,Title,Default Title,,,,,LLF_PILLOW_PPO,0.0,,continue,manual,34.00,44.95,true,true,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/products/paris-personalized-pet-and-owner-pillow-alpha-paw.jpg?v=1676265569,1,Paris Personalized Pet & Owner Pillow | Alpha Paw,false,,,,,,,,,,,,,,,lb,,17.89,true,false,,,true,,,active
white-mountains-personalized-pet-owner-pillow,White Mountains Personalized Pet & Owner Pillow,"<meta charset=""utf-8"">
<p>Add a touch of warmth to your home &amp; heart with our personalized pillow!<br>(warning: pets not included)</p>
<ul>
<li>
<strong>Super soft </strong><span>d</span><span>urable Polyester Fabric</span>
</li>
<li><span>14""x14""</span></li>
<li><span>Pillow Case</span></li>
<li>Dye-Sublimated Print Using Non-Solvent Water-Based Inks with No VOCs<br>
</li>
<li>Spot Treatment with Damp Cloth; Tumble Dry</li>
</ul>
<ul></ul>
<style></style>",Alpha Paw Prints,Home & Garden > Linens & Bedding > Bedding > Pillows,"","_Background=White-Mountains, _Product-Type=Pillow, _Theme=>Pet-Owner, _wf_cus, ap-prints, background_White Mountains, custom, growaov-collection, import, lulufam, lulufam-customization, lulufam-pillow, maxdate-7, pet-parents, Pillow, preview, transform-a-memory, type_Pillow",true,Title,Default Title,,,,,LLF_PILLOW_WMPO,0.0,,continue,manual,34.00,44.95,true,true,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/products/white-mountains-personalized-pet-and-owner-pillow-alpha-paw-1.jpg?v=1676265569,1,White Mountains Personalized Pet & Owner Pillow | Alpha Paw,false,,,,,,,,,,,,,,,lb,,17.89,true,false,,,true,,,active
white-mountains-personalized-pet-owner-pillow,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/white-mountains-personalized-pet-and-owner-pillow-alpha-paw-2.jpg?v=1676265571,2,White Mountains Personalized Pet & Owner Pillow | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
the-dock-personalized-pet-owner-pillow,The Dock Personalized Pet & Owner Pillow,"<meta charset=""utf-8"">
<p>Add a touch of warmth to your home &amp; heart with our personalized pillow!<br>(warning: pets not included)</p>
<ul>
<li>
<strong>Super soft </strong><span>d</span><span>urable Polyester Fabric</span>
</li>
<li><span>14""x14""</span></li>
<li><span>Pillow Case</span></li>
<li>Dye-Sublimated Print Using Non-Solvent Water-Based Inks with No VOCs<br>
</li>
<li>Spot Treatment with Damp Cloth; Tumble Dry</li>
</ul>
<ul></ul>
<style></style>",Alpha Paw Prints,Home & Garden > Decor > Throw Pillows,"","_Background=The-Dock, _Product-Type=Pillow, _Theme=>Pet-Owner, _wf_cus, ap-prints, background_The Dock, custom, Dock, growaov-collection, import, lulufam, lulufam-customization, lulufam-pillow, maxdate-7, pet-parents, Pillow, preview, transform-a-memory, type_Pillow",true,Title,Default Title,,,,,LLF_PILLOW_DPO,0.0,,continue,manual,34.00,44.95,true,true,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/products/the-dock-personalized-pet-and-owner-pillow-alpha-paw.jpg?v=1676265569,1,The Dock Personalized Pet & Owner Pillow | Alpha Paw,false,,,,,,,,,,,,,,,lb,,17.89,true,false,,,true,,,active
christmas-scene-personalized-pet-owner-pillow,Christmas Scene Personalized Pet & Owner Pillow,"<meta charset=""utf-8"">
<p>Add a touch of warmth to your home &amp; heart with our personalized pillow!<br>(warning: pets not included)</p>
<ul>
<li>
<strong>Super soft </strong><span>d</span><span>urable Polyester Fabric</span>
</li>
<li><span>14""x14""</span></li>
<li><span>Pillow Case </span></li>
<li>Dye-Sublimated Print Using Non-Solvent Water-Based Inks with No VOCs<br>
</li>
<li>Spot Treatment with Damp Cloth; Tumble Dry</li>
</ul>
<ul></ul>
<style></style>",Alpha Paw Prints,Home & Garden > Decor > Throw Pillows,"","_Background=Christmas, _Product-Type=Pillow, _Theme=>Pet-Owner, _wf_cus, ap-prints, background_Christmas, custom, growaov-collection, import, lulufam, lulufam-customization, lulufam-pillow, maxdate-7, pet-parents, Pillow, preview, transform-a-memory, type_Pillow",true,Title,Default Title,,,,,LLF_PILLOW_CSPO,0.0,,continue,manual,34.00,44.95,true,true,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/products/christmas-scene-personalized-pet-and-owner-pillow-alpha-paw-1.png?v=1676265569,1,Christmas Scene Personalized Pet & Owner Pillow | Alpha Paw,false,,,,,,,,,,,,,,,lb,,17.89,true,false,,,true,,,active
christmas-scene-personalized-pet-owner-pillow,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/christmas-scene-personalized-pet-and-owner-pillow-alpha-paw-2.jpg?v=1676265572,2,Christmas Scene Personalized Pet & Owner Pillow | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
the-backyard-personalized-pet-owner-pillow,The Backyard Personalized Pet & Owner Pillow,"<meta charset=""utf-8"">
<p>Add a touch of warmth to your home &amp; heart with our personalized pillow!<br>(warning: pets not included)</p>
<ul>
<li>
<strong>Super soft </strong><span>d</span><span>urable Polyester Fabric</span>
</li>
<li><span>14""x14""</span></li>
<li><span>Pillow Case</span></li>
<li>Dye-Sublimated Print Using Non-Solvent Water-Based Inks with No VOCs<br>
</li>
<li>Spot Treatment with Damp Cloth; Tumble Dry</li>
</ul>
<ul></ul>
<style></style>",Alpha Paw Prints,Home & Garden > Decor > Throw Pillows,"","_Background=The-Backyard, _Product-Type=Pillow, _Theme=>Pet-Owner, _wf_cus, ap-prints, background_Backyard, Backyard, custom, growaov-collection, import, lulufam, lulufam-customization, lulufam-pillow, maxdate-7, pet-parents, Pillow, preview, transform-a-memory, type_Pillow",true,Title,Default Title,,,,,LLF_PILLOW_BPO,0.0,,continue,manual,34.00,44.95,true,true,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/products/the-backyard-personalized-pet-and-owner-pillow-alpha-paw.jpg?v=1676265569,1,The Backyard Personalized Pet & Owner Pillow | Alpha Paw,false,,,,,,,,,,,,,,,lb,,17.89,true,false,,,true,,,active
valentines-custom-stuff-pillow,VALENTINE'S Custom Stuffed Pillow,"<p> </p>
<p><strong>*LIMITED TIME PIECE!* </strong></p>
<meta charset=""utf-8"">
<p>Looking to add some style to the interior of someones home? Our Pet Canva Valentine's Custom Pet Pillow is the perfect addition!</p>
<p>Our pillows are 100% made - cut, sewn and printed - right here in the United States. They are machine washable, soft and super durable. </p>
<p><span>For the best results, please capture your pet standing or sitting up. Please see our </span><span></span><a href=""https://petcanva.com/pages/photo-guide"" target=""_blank"" rel=""noopener noreferrer"">Ultimate Photo Guide</a><span> for more.</span></p>
<p><strong>Our Pet Pillow Cover Features:</strong></p>
<ul>
<li>18""x18""</li>
<li>Included:<span> </span><strong>Pillow AND Cover</strong>
</li>
<li>100% polyester</li>
</ul>",Alpha Paw Prints,,"","ap-prints, carthook_blanket, carthook_checkout, lulufam-pillow, pet-parents",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,42.95,,true,true,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/products/valentine-s-custom-stuffed-pillow-alpha-paw-1.png?v=1676265544,1,VALENTINE'S Custom Stuffed Pillow | Alpha Paw,false,,,,,,,,,,,,,,,lb,,,true,false,,,true,,,archived
valentines-custom-stuff-pillow,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/valentine-s-custom-stuffed-pillow-alpha-paw-2.png?v=1676265548,2,VALENTINE'S Custom Stuffed Pillow | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
valentines-custom-stuff-pillow,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/valentine-s-custom-stuffed-pillow-alpha-paw-3.png?v=1676265552,3,VALENTINE'S Custom Stuffed Pillow | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
valentines-custom-stuff-pillow,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/valentine-s-custom-stuffed-pillow-alpha-paw-4.png?v=1676265556,4,VALENTINE'S Custom Stuffed Pillow | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
valentines-custom-stuff-pillow,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/valentine-s-custom-stuffed-pillow-alpha-paw-5.png?v=1676265559,5,VALENTINE'S Custom Stuffed Pillow | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
valentines-custom-stuff-pillow,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/valentine-s-custom-stuffed-pillow-alpha-paw-6.png?v=1676265563,6,VALENTINE'S Custom Stuffed Pillow | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
valentines-custom-stuff-pillow,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/valentine-s-custom-stuffed-pillow-alpha-paw-7.png?v=1676265566,7,VALENTINE'S Custom Stuffed Pillow | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
santa-claus-personalized-pet-owner-hoodies,Santa Claus Personalized Pet & Owner Hoodies,"<p><span style=""font-weight: 400;"">The highest quality hoodie you'll find!</span></p>
<p><span style=""font-weight: 400;"">You can't help but feel warm and fashionable in our unisex Personalized Hoodie! It’s super soft and comfortably warm, the perfect fit to pair with your favorite jeans. </span></p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">7.8-ounce, 50/50 cotton/poly fleece</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Air jet yarn for a soft, pill-resistant finish</span></li>
</ul>
<p><a data-fancybox="""" href=""https://cdn.shopify.com/s/files/1/0179/3825/1830/files/Screen_Shot_2020-06-19_at_8.31.15_AM-min_1.png?v=1592573571""><span style=""font-weight: 400;"">Sizing Guide</span></a></p>
<ul></ul>",Alpha Paw Prints,Apparel & Accessories > Clothing > Shirts & Tops,"","_Product-Type=Hoodies, _Theme=>Pet-Owner, _wf_cus, ap-prints, background_4july, custom, growaov-collection, Hoodies, Hoodies-New, import_new, lulufam, lulufam-customization, lulufam-hoodies, maxdate-7, new_preview, pet-parents, transform-a-memory, type_Hoodies",false,Size,S,,,,,LLF_LLFH001_SCP,0.0,,continue,manual,49.95,89.95,true,true,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/santa-claus-personalized-pet-and-owner-hoodies-alpha-paw.jpg?v=1676265545,1,Santa Claus Personalized Pet & Owner Hoodies | Alpha Paw,false,,,,,,,,,,,,,,,lb,,20.71,true,false,,,true,,,draft
santa-claus-personalized-pet-owner-hoodies,,,,,,,,,M,,,,,LLF_LLFH002_SCP,0.0,,continue,manual,49.95,89.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,20.71,,,,,,,,
santa-claus-personalized-pet-owner-hoodies,,,,,,,,,L,,,,,LLF_LLFH003_SCP,0.0,,continue,manual,49.95,89.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,20.71,,,,,,,,
santa-claus-personalized-pet-owner-hoodies,,,,,,,,,XL,,,,,LLF_LLFH004_SCP,0.0,,continue,manual,49.95,89.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,20.71,,,,,,,,
santa-claus-personalized-pet-owner-hoodies,,,,,,,,,2XL,,,,,LLF_LLFH005_SCP,0.0,,continue,manual,49.95,89.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,20.71,,,,,,,,
santa-claus-personalized-pet-owner-hoodies,,,,,,,,,3XL,,,,,LLF_LLFH006_SCP,0.0,,continue,manual,49.95,89.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,20.71,,,,,,,,
santa-claus-personalized-pet-owner-hoodies,,,,,,,,,4XL,,,,,LLF_LLFH007_SCP,0.0,,continue,manual,49.95,89.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,20.71,,,,,,,,
santa-claus-personalized-pet-owner-hoodies,,,,,,,,,5XL,,,,,LLF_LLFH008_SCP,0.0,,continue,manual,49.95,89.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,20.71,,,,,,,,
holiday-personalized-pet-owner-hoodies,Holiday Personalized Pet & Owner Hoodies,"<p><span style=""font-weight: 400;"">The highest quality hoodie you'll find!</span></p>
<p><span style=""font-weight: 400;"">You can't help but feel warm and fashionable in our unisex Personalized Hoodie! It’s super soft and comfortably warm, the perfect fit to pair with your favorite jeans. </span></p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">7.8-ounce, 50/50 cotton/poly fleece</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Air jet yarn for a soft, pill-resistant finish</span></li>
</ul>
<p><a data-fancybox="""" href=""https://cdn.shopify.com/s/files/1/0179/3825/1830/files/Screen_Shot_2020-06-19_at_8.31.15_AM-min_1.png?v=1592573571""><span style=""font-weight: 400;"">Sizing Guide</span></a></p>
<ul></ul>",Alpha Paw Prints,Apparel & Accessories > Clothing > Shirts & Tops,"","_Product-Type=Hoodies, _Theme=>Pet-Owner, _wf_cus, ap-prints, background_4july, custom, growaov-collection, Hoodies, Hoodies-New, import_new, lulufam, lulufam-customization, lulufam-hoodies, maxdate-7, new_preview, pet-parents, transform-a-memory, type_Hoodies",false,Size,S,,,,,LLF_LLFH001_HPP,0.0,,continue,manual,49.95,89.95,true,true,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/holiday-personalized-pet-and-owner-hoodies-alpha-paw.jpg?v=1676265545,1,Holiday Personalized Pet & Owner Hoodies | Alpha Paw,false,,,,,,,,,,,,,,,lb,,20.71,true,false,,,true,,,draft
holiday-personalized-pet-owner-hoodies,,,,,,,,,M,,,,,LLF_LLFH002_HPP,0.0,,continue,manual,49.95,89.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,20.71,,,,,,,,
holiday-personalized-pet-owner-hoodies,,,,,,,,,L,,,,,LLF_LLFH003_HPP,0.0,,continue,manual,49.95,89.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,20.71,,,,,,,,
holiday-personalized-pet-owner-hoodies,,,,,,,,,XL,,,,,LLF_LLFH004_HPP,0.0,,continue,manual,49.95,89.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,20.71,,,,,,,,
holiday-personalized-pet-owner-hoodies,,,,,,,,,2XL,,,,,LLF_LLFH005_HPP,0.0,,continue,manual,49.95,89.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,20.71,,,,,,,,
holiday-personalized-pet-owner-hoodies,,,,,,,,,3XL,,,,,LLF_LLFH006_HPP,0.0,,continue,manual,49.95,89.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,20.71,,,,,,,,
holiday-personalized-pet-owner-hoodies,,,,,,,,,4XL,,,,,LLF_LLFH007_HPP,0.0,,continue,manual,49.95,89.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,20.71,,,,,,,,
holiday-personalized-pet-owner-hoodies,,,,,,,,,5XL,,,,,LLF_LLFH008_HPP,0.0,,continue,manual,49.95,89.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,20.71,,,,,,,,
